79.89,37.86,44.32,27.31,79.76
79.03,37.28,41.75,20.78,78.99
78.05,39.38,40.40,23.15,78.01
78.29,39.64,42.51,28.13,78.36
80.09,38.51,44.08,31.25,80.06
79.40,37.39,43.88,29.37,79.40
78.60,38.06,43.65,25.91,78.57
78.74,37.84,42.19,25.66,78.61
78.38,36.27,42.03,25.17,78.42
77.91,36.00,44.42,23.57,77.73
77.66,32.98,45.52,22.44,77.64
77.64,32.80,43.94,23.86,77.70
76.35,34.89,43.26,26.07,76.28
77.91,36.29,42.12,24.54,77.93
78.76,36.03,41.55,27.12,78.80
77.68,35.31,41.26,30.20,77.59
76.87,34.24,41.44,30.66,76.88
77.06,34.19,41.91,29.17,77.05
79.03,34.26,41.13,28.40,79.06
78.00,30.24,42.78,31.18,78.03
76.32,31.34,43.74,27.28,76.28
77.22,32.11,43.29,24.43,77.25
76.97,33.06,41.06,24.37,76.87
76.03,32.20,40.45,20.97,75.94
76.40,32.44,38.58,22.68,76.40
78.17,31.78,38.49,21.61,78.17
76.93,32.03,40.91,25.24,76.87
77.06,31.48,41.72,28.21,77.06
76.55,30.88,44.78,29.67,76.52
76.44,30.83,41.33,29.23,76.51
74.54,32.19,38.95,32.29,74.42
74.39,31.06,38.89,29.80,74.45
